"Type","Categories","SKU","Name","Published","Visibility in catalog","In stock?","Regular price","Sale price","Attribute 1 name","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 visible","Attribute 2 global","Images","Attribute 1 value(s)","Attribute 2 value(s)","Parent"
"variation","","SKUF20434-Light Blue","Sample Cartoon Cat Graphic T-Shirt-Light Blue",1,"visible",1,14.99,14.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/DC/FC/5a85a380-b6e4-4c73-b5f1-e34e041d304d.jpg","Light Blue","","SKUF20434"
"variation","","SKUF20434-Green","Sample Cartoon Cat Graphic T-Shirt-Green",1,"visible",1,14.99,14.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/EC/B4/2fd65b9b-9db6-4bb4-a7c1-650faf254fbf.jpg","Green","","SKUF20434"
"variation","","SKUF20434-Yellow","Sample Cartoon Cat Graphic T-Shirt-Yellow",1,"visible",1,14.99,14.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/06/84/167f5d6d-a1b7-4353-b050-c9b5c2f64a4c.jpg","Yellow","","SKUF20434"
"variable","Shirts","SKUB62308","Mens Striped Stand Collar Loose Shirts",1,"visible",1,24.99,24.99,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C5/03/b0e8dcbe-8d71-4b59-afac-6d3598fbf9e6.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C5/99/99ea86a5-2da7-4ad9-8d7d-680a73cc8bdf.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E2/9F/93893a2f-c31d-4371-a932-d37eb0c2c806.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/6A/8A/33285806-189d-49d7-a687-4d451abadead.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/58/B6/5d3f324d-e1b6-445c-8697-c54568876cc8.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/54/F4/4a9916af-055c-45a4-9751-d0171aa7acf0.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/14/33/822b1a36-e5b7-4778-a36e-31d16ac01d84.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F2/18/b0672a0c-b6cc-4e0c-a9a1-aa6459080c68.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/A6/5A/c597e04e-8d90-4078-96ad-4a6347363de7.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C5/03/b0e8dcbe-8d71-4b59-afac-6d3598fbf9e6.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C5/99/99ea86a5-2da7-4ad9-8d7d-680a73cc8bdf.jpg","Light Blue,Black","ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL,ASIA 5XL,ASIA 6XL",""
"variation","","SKUB62308-Light Blue","Mens Striped Stand Collar Loose Shirts-Light Blue",1,"visible",1,24.99,24.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C5/03/b0e8dcbe-8d71-4b59-afac-6d3598fbf9e6.jpg","Light Blue","","SKUB62308"
"variation","","SKUB62308-Black","Mens Striped Stand Collar Loose Shirts-Black",1,"visible",1,24.99,24.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C5/99/99ea86a5-2da7-4ad9-8d7d-680a73cc8bdf.jpg","Black","","SKUB62308"
"variable","Two Pieces Outfits","SKUF59405","Tropical Floral & Leaf Print Loungewear",1,"visible",1,25.9,25.9,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F3/75/cdbb126b-8a00-434d-9676-55e35341cdac.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/6D/93/9ae84d4b-8596-4d5f-837c-b6dd5514a2b3.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/86/D6/bb7af2a0-1b28-400a-b4a3-9aa358f8c62c.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/3D/CB/618b2dad-a36c-4dd4-8e2b-cdb236c387ed.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/33/71/1ce0cf9a-24ee-434d-a6f8-0152e7cbd083.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/90/ED/83945756-05c4-41a5-90d8-8c0f9afd6fed.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C3/97/5983ac92-ae19-4234-8d2a-cf7b0c9f0ff6.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/5F/DA/d9ece85c-b921-471a-863e-fcc089d7b1e5.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/87/58/00e54923-6ebe-48dd-83c7-12eff1c60e55.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/18/73/4309e014-68b8-4739-81c4-a439528972bf.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/B5/C9/4674e034-2569-4477-8997-ee8eaade08b8.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/5D/E2/b48879a2-2d44-4804-861b-642c32d6e148.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F3/75/cdbb126b-8a00-434d-9676-55e35341cdac.jpg","Yellow","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL",""
"variation","","SKUF59405-Yellow","Tropical Floral & Leaf Print Loungewear-Yellow",1,"visible",1,25.9,25.9,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F3/75/cdbb126b-8a00-434d-9676-55e35341cdac.jpg","Yellow","","SKUF59405"
"variable","Blouses & Shirts","SKUG20767","Geometric Printed Long Sleeve Blosue",1,"visible",1,28.38,"22.9900","Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/31/D4/f911e93f-76db-442b-be1f-bb03f52fbfd7.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/1F/F5/b8ed64a2-533f-4ecf-8e13-34e6e278f0f4.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/31/D4/f911e93f-76db-442b-be1f-bb03f52fbfd7.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/1F/F5/b8ed64a2-533f-4ecf-8e13-34e6e278f0f4.jpg","Coffee,Blue","ASIA L,ASIA XL,ASIA XXL,ASIA 3XL,ASIA 4XL,ASIA 5XL,ASIA 6XL",""
"variation","","SKUG20767-Coffee","Geometric Printed Long Sleeve Blosue-Coffee",1,"visible",1,28.38,"22.9900","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/31/D4/f911e93f-76db-442b-be1f-bb03f52fbfd7.jpg","Coffee","","SKUG20767"
"variation","","SKUG20767-Blue","Geometric Printed Long Sleeve Blosue-Blue",1,"visible",1,28.38,"22.9900","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/1F/F5/b8ed64a2-533f-4ecf-8e13-34e6e278f0f4.jpg","Blue","","SKUG20767"
"variable","Jumpsuits & Rompers","SKUH33350","Floral Print Straps Casual Jumpsuit",1,"visible",1,29.99,"25.9900","Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/33/5F/0e52d4f8-f376-4dd0-8d19-f08c949a4518.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/69/68/7f0927ea-c3b6-4c68-9cf3-eed616c5a845.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/A7/48/0f383f6a-24e1-455f-a0d4-0795b32eb466.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/33/5F/0e52d4f8-f376-4dd0-8d19-f08c949a4518.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/69/68/7f0927ea-c3b6-4c68-9cf3-eed616c5a845.jpg","Black,Navy","ASIA L,ASIA XL,ASIA XXL,ASIA 3XL,ASIA 4XL",""
"variation","","SKUH33350-Black","Floral Print Straps Casual Jumpsuit-Black",1,"visible",1,29.99,"25.9900","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/33/5F/0e52d4f8-f376-4dd0-8d19-f08c949a4518.jpg","Black","","SKUH33350"
"variation","","SKUH33350-Navy","Floral Print Straps Casual Jumpsuit-Navy",1,"visible",1,29.99,"25.9900","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/69/68/7f0927ea-c3b6-4c68-9cf3-eed616c5a845.jpg","Navy","","SKUH33350"
"variable","Flats","SKUF55733","Men Microfiber Leather Non Slip Casual Shoes",1,"visible",1,40.95,40.95,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/3D/E5/79f95854-0f9f-46c2-8ca1-529b1b71400c.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/2E/CC/3ed67c5f-f2bd-4f69-abd2-424173b596c9.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/24/C9/9ab5c1c1-bb5e-42a1-b160-2dd4a2a029fd.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/EF/A8/1f7cd057-33ef-494d-a15b-e3331ca26466.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/04/13/068b52d9-5265-4c09-aa3e-e65251b71d70.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E9/6A/30a6df67-9230-4447-8b83-eda2a44377fb.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F3/46/0b51ff34-8034-4d40-bb11-d5a568958896.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/44/EF/ab7f1021-a774-4d21-89b4-0c6600882ff9.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/41/E6/df75a077-d789-401c-a73b-214b16d0a4b7.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/52/62/1c296e0e-32c1-4f4a-8186-52ba0cbe9584.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C3/5E/b2b4d56d-a85c-4c83-b60d-8e7a46fc18c3.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/B1/22/955b947a-c83d-4eaf-8c54-f92150b89177.jpg","Black,Brown","ASIA 39,ASIA 40,ASIA 41,ASIA 42,ASIA 43,ASIA 44,ASIA 45,ASIA 46,ASIA 47,ASIA 48",""
"variation","","SKUF55733-Black","Men Microfiber Leather Non Slip Casual Shoes-Black",1,"visible",1,40.95,40.95,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C3/5E/b2b4d56d-a85c-4c83-b60d-8e7a46fc18c3.jpg","Black","","SKUF55733"
"variation","","SKUF55733-Brown","Men Microfiber Leather Non Slip Casual Shoes-Brown",1,"visible",1,40.95,40.95,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/B1/22/955b947a-c83d-4eaf-8c54-f92150b89177.jpg","Brown","","SKUF55733"
"variable","Shirts","SKUC89811","Mens Funny Dinosaur Cartoon Shirts",1,"visible",1,17.95,17.95,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/38/AE/25219eab-87ee-491e-8c17-af433e5ddded.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/AC/FB/b10245ca-8a85-4ba7-8cd9-525bdd09b69b.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/CF/49/eddea936-d1de-4304-a49c-82f91c49cba2.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/8D/CF/ce0ba334-258d-4720-a704-2271643217c1.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/BD/70/46796ff0-a5fe-48ed-8c69-4e1966c74ae0.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/DF/36/849f45a8-ac03-416c-b332-a64d0e765ddb.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/23/B8/267e141a-5598-4906-b18e-3e4259f7b832.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/01/AE/9a89b4e0-ff1b-4969-8acc-0f4d8bf03824.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/42/ED/16e0bfb5-5165-46f2-9743-24820db24683.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/4F/2E/cb2203ae-5af4-45f7-9a53-65bf050a5c3d.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F6/AC/d4a8e5d3-d7e5-4e11-9f13-14dea1145622.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/9F/96/23f033a4-ebd0-426e-8e1f-793d3063e00e.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/CF/49/eddea936-d1de-4304-a49c-82f91c49cba2.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/38/AE/25219eab-87ee-491e-8c17-af433e5ddded.jpg","White,Pink","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL",""
"variation","","SKUC89811-White","Mens Funny Dinosaur Cartoon Shirts-White",1,"visible",1,17.95,17.95,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/CF/49/eddea936-d1de-4304-a49c-82f91c49cba2.jpg","White","","SKUC89811"
"variation","","SKUC89811-Pink","Mens Funny Dinosaur Cartoon Shirts-Pink",1,"visible",1,17.95,17.95,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/38/AE/25219eab-87ee-491e-8c17-af433e5ddded.jpg","Pink","","SKUC89811"
"variable","Shirts","SKUF17732","Classic Striped Short Sleeve Shirt",1,"visible",1,19.69,17.72,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/84/95/02400f99-fbe7-4ca3-97c5-149fbd15923f.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/1E/86/492d0c39-cf10-4e23-a902-8299aef987f0.JPG?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/64/2C/b5945028-795e-478e-975f-e4414903f34a.JPG?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C4/EF/47d459ef-f44f-4842-9ef0-3f19a42252c2.JPG?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/66/24/eb7945d9-7baf-4fa8-92c0-68e40255cbf4.JPG?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/B6/34/b79ef5ca-37e5-4e74-b05c-48076971e392.JPG?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/A6/DD/f7dd7080-ebbf-44b8-bae2-900f99e0a3d2.JPG?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/AE/54/33c714b7-0c0f-47d6-87e4-95e70f9f6c9c.JPG?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/5A/78/be9692fb-6db7-4f82-8064-31c31a21ce68.JPG?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/36/DD/07555bac-f93d-4330-9e68-3e331171b85b.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/45/88/445754b5-7871-4a52-9f50-b8dfbaf3ec51.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/11/24/5a175bef-e3c3-43b8-8d46-8265b9bb31c0.JPG","Black,Red,Khaki","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL,ASIA 5XL,ASIA 6XL,ASIA 7XL",""
"variation","","SKUF17732-Black","Classic Striped Short Sleeve Shirt-Black",1,"visible",1,19.69,17.72,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/36/DD/07555bac-f93d-4330-9e68-3e331171b85b.jpg","Black","","SKUF17732"
"variation","","SKUF17732-Red","Classic Striped Short Sleeve Shirt-Red",1,"visible",1,19.69,17.72,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/45/88/445754b5-7871-4a52-9f50-b8dfbaf3ec51.jpg","Red","","SKUF17732"
"variation","","SKUF17732-Khaki","Classic Striped Short Sleeve Shirt-Khaki",1,"visible",1,19.69,17.72,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/11/24/5a175bef-e3c3-43b8-8d46-8265b9bb31c0.JPG","Khaki","","SKUF17732"
"variable","Shirts","SKUH12323","Colorful Geometric Street Shirts",1,"visible",1,16.99,15.29,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/3E/4C/5a6a2fd4-12dd-4821-845c-a19cafd47957.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/87/A5/6e396e18-111b-4f2b-ad7a-e6227096a341.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C8/F8/87f2475d-299a-49fd-84f9-25f49a5bdd8b.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/12/3F/90ebb71b-9602-48b4-b088-921529c034cb.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/29/83/2a7bd77f-7c97-494f-b03e-916cbd177711.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/9A/59/b05c4a38-e779-4290-ab6a-d6c8b3520022.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E6/35/8ce1335a-dffc-47e1-b5b1-e2a913682e09.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E6/A7/c23d176e-69ff-43c9-90d7-deb821b663ee.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/70/10/29ac8a57-d054-4cff-bbe3-0229b32aa19f.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/87/A5/6e396e18-111b-4f2b-ad7a-e6227096a341.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/3E/4C/5a6a2fd4-12dd-4821-845c-a19cafd47957.jpg","Black,Navy","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL",""
"variation","","SKUH12323-Black","Colorful Geometric Street Shirts-Black",1,"visible",1,16.99,15.29,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/87/A5/6e396e18-111b-4f2b-ad7a-e6227096a341.jpg","Black","","SKUH12323"
"variation","","SKUH12323-Navy","Colorful Geometric Street Shirts-Navy",1,"visible",1,16.99,15.29,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/3E/4C/5a6a2fd4-12dd-4821-845c-a19cafd47957.jpg","Navy","","SKUH12323"
"variable","Jumpsuits & Rompers","SKUH35282","Art Illustration Vintage Print Jumpsuit",1,"visible",1,31.99,"27.9900","Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/6D/42/55db6cfc-7d27-4bbb-9810-f768b6d5792e.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/3F/74/d216dbc4-219b-40e1-b3c6-d9e168c824e6.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/86/08/ad0509eb-74c1-4658-9816-ddec93ea8021.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/54/DB/e247016b-6ae7-48b6-944f-fe5b69e8c26c.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/3F/74/d216dbc4-219b-40e1-b3c6-d9e168c824e6.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/86/08/ad0509eb-74c1-4658-9816-ddec93ea8021.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/6D/42/55db6cfc-7d27-4bbb-9810-f768b6d5792e.jpg","Green,Blue,Light Brown","ASIA L,ASIA XL,ASIA XXL,ASIA 3XL,ASIA 4XL",""
"variation","","SKUH35282-Green","Art Illustration Vintage Print Jumpsuit-Green",1,"visible",1,31.99,"27.9900","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/3F/74/d216dbc4-219b-40e1-b3c6-d9e168c824e6.jpg","Green","","SKUH35282"
"variation","","SKUH35282-Blue","Art Illustration Vintage Print Jumpsuit-Blue",1,"visible",1,31.99,"27.9900","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/86/08/ad0509eb-74c1-4658-9816-ddec93ea8021.jpg","Blue","","SKUH35282"
"variation","","SKUH35282-Light Brown","Art Illustration Vintage Print Jumpsuit-Light Brown",1,"visible",1,31.99,"27.9900","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/6D/42/55db6cfc-7d27-4bbb-9810-f768b6d5792e.jpg","Light Brown","","SKUH35282"
"variable","Shirts","SKUF15002","100% Cotton Double Pocket Shirt",1,"visible",1,17.93,17.93,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D8/81/46e6ef7e-31fc-4fc9-9800-4684fabdf83e.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/07/2E/eee0418f-ce54-45ba-a614-6e2851917935.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/96/D7/7b789a5d-d0c3-4b79-8efc-4e1636b0b46c.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/08/E6/a848840a-4630-4e48-8af0-33de0645d481.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/56/05/dca9b450-aaba-4a5d-b4ac-13fd30720df3.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/49/37/6632049e-a067-4618-af99-3bc7fa12d4fc.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/7B/A5/91c5af92-eb17-4157-ac02-fcfc1873dd64.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C3/72/aa96859c-78db-4521-b389-6deac5b65036.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/6B/C1/604ba2f2-cc81-4929-aa8e-9cf3b7086362.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/38/8E/23951623-c5c0-4251-b733-9d2697438cd9.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D0/C9/c8ae00bd-e8e3-4b39-b1b3-ce90f6a03d4b.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/6B/C1/604ba2f2-cc81-4929-aa8e-9cf3b7086362.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D8/81/46e6ef7e-31fc-4fc9-9800-4684fabdf83e.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/7B/A5/91c5af92-eb17-4157-ac02-fcfc1873dd64.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E8/64/a69856db-ef50-4b45-a6cc-7ea5e5be7325.jpeg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D0/C9/c8ae00bd-e8e3-4b39-b1b3-ce90f6a03d4b.jpg","Black,Green,Navy,Red,White","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL",""
"variation","","SKUF15002-Black","100% Cotton Double Pocket Shirt-Black",1,"visible",1,17.93,17.93,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/6B/C1/604ba2f2-cc81-4929-aa8e-9cf3b7086362.jpg","Black","","SKUF15002"
"variation","","SKUF15002-Green","100% Cotton Double Pocket Shirt-Green",1,"visible",1,17.93,17.93,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D8/81/46e6ef7e-31fc-4fc9-9800-4684fabdf83e.jpg","Green","","SKUF15002"
"variation","","SKUF15002-Navy","100% Cotton Double Pocket Shirt-Navy",1,"visible",1,17.93,17.93,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/7B/A5/91c5af92-eb17-4157-ac02-fcfc1873dd64.jpg","Navy","","SKUF15002"
"variation","","SKUF15002-Red","100% Cotton Double Pocket Shirt-Red",1,"visible",1,17.93,17.93,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E8/64/a69856db-ef50-4b45-a6cc-7ea5e5be7325.jpeg","Red","","SKUF15002"
"variation","","SKUF15002-White","100% Cotton Double Pocket Shirt-White",1,"visible",1,17.93,17.93,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D0/C9/c8ae00bd-e8e3-4b39-b1b3-ce90f6a03d4b.jpg","White","","SKUF15002"
